,Ticker,Position,percMove,spec_price,volume,speculativePercMove,prevDayVolatility,volatility,lastPrice
0,PIK,Short,0.94,0.7838999999999998,1570042.0793650793,-0.33,0.46,0.81,1.17
0,SPIR,Long,-0.35,0.4968000000000001,1132554.2063492064,0.08,0.33,0.55,0.46
0,CAVA,Short,0.03,40.15,2846629.4,-0.0,0.02,0.03,40.15
