,Ticker,Position,percMove,spec_price,volume,speculativePercMove,prevDayVolatility,volatility,lastPrice
0,INO,Short,0.2,0.5247,10008328.590163935,-0.01,0.46,0.5,0.53
0,CCCC,Short,0.17,3.2868,1137373.8852459015,-0.01,0.29,0.33,3.32
