,Ticker,Position,percMove,spec_price,volume,speculativePercMove,prevDayVolatility,volatility,lastPrice
0,CRBU,Short,0.46,5.4648,2138417.819672131,-0.08,0.35,0.52,5.94
0,SG,Short,0.15,14.9094,1704372.1967213114,-0.01,0.24,0.28,15.06
0,GENI,Short,0.26,7.154,1485123.6721311475,-0.02,0.3,0.38,7.3
